Country,Year,Sector,percent
Estonia,2013,OC5,0.752212389380531
Estonia,2013,OC6,0.0
Estonia,2013,OC7,0.10532837670384139
Estonia,2013,OC8,0.23172242874845103
Estonia,2013,OC9,0.6293859649122807
Estonia,2013,TOTAL,0.4656987295825772
Estonia,2014,OC0,0.0
Estonia,2014,OC1,0.3364928909952607
Estonia,2014,OC2,0.6464746772591856
Estonia,2014,OC3,0.5964912280701755
Estonia,2014,OC4,0.6086956521739131
Estonia,2014,OC5,0.7193732193732193
Estonia,2014,OC6,0.0
Estonia,2014,OC7,0.12714776632302405
Estonia,2014,OC8,0.24852941176470586
Estonia,2014,OC9,0.5943396226415094
Estonia,2014,TOTAL,0.46950998185117965
Estonia,2015,OC0,0.0
Estonia,2015,OC1,0.32313829787234044
Estonia,2015,OC2,0.643389199255121
Estonia,2015,OC3,0.622923588039867
Estonia,2015,OC4,0.6288659793814433
Estonia,2015,OC5,0.8155197657393851
Estonia,2015,OC6,0.0
Estonia,2015,OC7,0.10081112398609501
Estonia,2015,OC8,0.2457142857142857
Estonia,2015,OC9,0.5214899713467048
Estonia,2015,TOTAL,0.46576096934092154
Estonia,2016,OC0,0.0
Estonia,2016,OC1,0.35630689206762023
Estonia,2016,OC2,0.6158701532912533
Estonia,2016,OC3,0.5893129770992367
Estonia,2016,OC4,0.7180327868852459
Estonia,2016,OC5,0.8289855072463769
Estonia,2016,OC6,0.0
Estonia,2016,OC7,0.09884467265725289
